BKG,25.8092,-80.24,4.790731853177392
BKG,25.8587,-80.2094,2.32607433706408
BKG,25.8471,-80.2415,4.729452004757518
BKG,25.8306,-80.2661,2.7394253864695117
BKG,25.9377,-80.2449,2.6410529120649375
BKG,29.187,-82.1061,2.9946315196664526
BKG,27.9256,-82.7874,3.2439167216768587
BKG,41.8426,-87.7052,2.8780220723020182
BKG,34.0096,-85.9876,2.9712968443987284
BKG,32.9516,-117.062,2.3954076573969623
BKG,40.3206,-79.6927,2.4976790980925605
BKG,40.4446,-75.3591,3.813115916004068
BKG,40.6251,-111.834,4.465512476773043
BKG,35.5665,-77.4041,3.1867147183887843
BKG,32.4817,-93.7635,4.406787093654181
BKG,30.0211,-90.2538,2.7978506971163744
BKG,34.2388,-80.6612,2.3498990375661575
BKG,31.8468,-81.6033,3.5797710623939385
BKG,37.5054,-77.6073,4.678791090841655
BKG,27.8938,-82.2703,4.039733908090669
BKG,39.4244,-84.5945,4.831760930311118
BKG,29.5958,-95.5266,3.8955199455700775
BKG,26.8531,-80.0585,3.4247921176059934
BKG,42.4251,-123.33,2.3884980263543536
BKG,40.7632,-73.878,2.935723798835119
BKG,42.8576,-77.0013,2.1466544758504478
BKG,35.5601,-77.0607,3.0615764967008845
BKG,35.1632,-114.573,2.980770734749263
BKG,41.5117,-87.8494,3.599404453815007
BKG,41.2043,-96.1294,2.506181471550602
BKG,33.9108,-117.866,4.101515218640536
BKG,30.2849,-89.7528,4.358897746957071
BKG,40.7866,-74.6821,4.929581828466796
BKG,37.2838,-81.2489,3.1383422350470864
BKG,29.9918,-90.2507,3.132538194222162
BKG,39.3944,-74.3979,4.984097332602358
BKG,40.9461,-78.9678,4.479371255622555
BKG,47.2049,-122.234,4.682191642102724
BKG,39.2051,-122.004,4.820194057162158
BKG,34.6755,-92.3397,2.1816732814061135
BKG,34.0192,-118.47,4.5948655520549115
BKG,43.0288,-77.4408,3.099447894490412
BKG,37.3245,-121.912,2.0389827950237707
BKG,44.7158,-92.846,2.0297374537456983
BKG,33.949,-118.386,3.418558087317357
BKG,34.867,-82.4645,4.235418452244889
BKG,33.4909,-117.698,2.510554029030585
BKG,45.1263,-93.2564,2.9526568015252392
BKG,40.796,-75.9685,3.384969479084351
BKG,38.7621,-77.4598,2.539744360337047
BKG,44.9506,-123.052,4.294499492594449
BKG,37.5509,-122.051,4.953867479003081
BKG,38.2957,-77.5126,3.1027282725398635
BKG,34.7212,-81.217,3.505916117277563
BKG,29.77,-94.9774,4.8489338823459995
BKG,34.0188,-118.422,4.132045436018871
BKG,43.1457,-77.709,2.5760428240010853
BKG,41.7169,-73.963,2.172400803823841
BKG,41.0161,-92.4383,4.010607805279301
BKG,34.9916,-82.0234,2.3484374208150043
BKG,37.7218,-97.2625,3.6008616211034337
BKG,42.6978,-78.9872,2.6571077774842182
BKG,42.1991,-83.2098,4.891978383524967
BKG,40.4771,-78.4043,3.1998648250532487
BKG,38.0513,-122.532,3.670097741588858
BKG,37.6116,-77.3403,3.651968226303918
BKG,28.3856,-81.4044,3.0808873427218515
BKG,40.1914,-74.712,2.810141115109803
BKG,29.9882,-95.4985,4.422232717944964
BKG,37.2285,-80.4231,4.01006763153264
BKG,44.8265,-93.28,3.634639442449665
BKG,40.4532,-86.9224,3.840837926689833
BKG,42.4256,-71.0418,4.8472206267956235
BKG,36.6639,-121.657,3.466235740071747
BKG,42.5238,-82.9882,3.8203090544419043
BKG,42.0347,-91.6793,2.3469882888395723
BKG,47.5742,-122.329,2.6690875347453673
BKG,42.5041,-70.9221,3.3846496023131056
BKG,36.1334,-86.7793,2.6988467475886737
BKG,30.7675,-85.2038,4.036407030166377
BKG,33.7878,-117.881,4.062071625739181
BKG,41.563,-70.5965,3.414567459245938
BKG,28.0693,-82.4271,3.2749950322825048
BKG,48.2081,-101.307,3.716223903666986
BKG,42.296,-85.6565,3.5634186197738584
BKG,30.1744,-81.6037,3.78172087128745
BKG,37.4382,-77.5982,4.905765870496598
BKG,33.9058,-84.2708,4.414408078311139
BKG,36.7361,-108.188,3.2417947950553776
BKG,42.1863,-88.0969,2.0833778297652863
BKG,34.1889,-82.4171,4.5586525549502745
BKG,43.408,-85.0316,3.2107374293629016
BKG,32.8894,-105.96,2.7219941404724866
BKG,43.6195,-116.388,2.591648085674005
BKG,40.067,-83.093,3.0865502819224684
BKG,40.7617,-73.7591,2.242423071447242
BKG,41.8419,-71.8766,4.680851949361265
BKG,40.319,-76.5694,2.5697545157929307
BKG,38.9259,-94.5831,2.426281259823434
BKG,34.2009,-118.57,4.8684082492461425
BKG,29.8514,-95.5051,3.5290590382910447
BKG,34.4354,-83.107,4.562673421893564
BKG,40.2389,-74.2764,3.3161256477299768
BKG,40.7544,-73.8981,2.691085818531339
BKG,43.0414,-76.2234,4.972482762379926
BKG,42.9966,-88.0467,2.1719781735443746
BKG,37.6298,-97.2562,3.507279842867084
BKG,42.2138,-83.2294,3.019668178529507
BKG,38.3509,-122.71,2.0370995311473035
BKG,39.9232,-83.7767,3.7674891328664124
BKG,35.2547,-80.8022,3.569107876589757
BKG,43.1151,-77.6221,3.042771620421421
BKG,38.9992,-76.882,3.3989997592363648
BKG,38.891,-119.676,2.02627811335601
BKG,40.7468,-85.1695,4.306653656317686
BKG,21.9719,-159.379,3.115921785028416
BKG,33.4579,-90.6356,3.3141165384111346
BKG,43.8694,-91.2108,4.744560343915694
BKG,40.7646,-73.8225,3.426077133546421
BKG,42.06,-87.8436,3.9154262713950523
